"","id","userFR_bin","ses_male_bin","ses_age","age34","age35_54","alberta_bin","bcolumbia_bin","nova_scotia_bin","ontario_bin","quebec_bin","yukon_bin","ses_french_bin","educ_group","educBHS","educHS","ses_income_char","ses_income3Cat","incomeLow_bin","incomeMid_bin","ses_postalCode","ses_matStatus_char","matStatus_married_bin","ses_home_ownership_char","home_owned_bin","home_rented_bin","ses_children_char","children_bin","ses_citizenYes_bin","ses_employ_status_char","employ_fulltime_bin","ses_family_structure_char","family_first_union_bin","ses_children05_char","youngChildren","ses_children612_char","dependentChildren","ses_children1317_char","teenChildren","ses_children18_char","ses_0children18_bin","ses_1children18_bin","ses_2children18_bin","ses_3children18_bin","ses_4children18_bin","ideo_right_num.","ideo_interest_politics_num","ideo_cynicism","ideo_cynicism_char","ideo_party_them","ideo_party_bin","ideo_country_bin","ideo_define_num","budget_health_priority_num","budget_health_priority_bin","budget_education_priority_num","budget_education_priority_bin","budget_pensions_priority_num","budget_pensions_priority_bin","budget_taxes_priority_num","budget_taxes_priority_bin","budget_debt_priority_num","budget_debt_priority_bin","budget_spend_prio_health_norm","budget_spend_prio_seniors_norm","budget_spend_prio_childcare_norm","budget_spend_prio_costLiving_norm","budget_spend_prio_climateChange_norm","tradeoff_childcare_num","tradeoff_childcare_higher_taxes_num","tradeoff_childcare_by_cutting_num","tradeoff_childcare_debt_num","tradeoff_no_taxes_num","tradeoff_taxes_sales_num","tradeoff_taxes_high_income_num","tradeoff_taxes_wealthy_num","tradeoff_taxconst_char","tradeoff_capital_bin","tradeoff_sales_bin","tradeoff_income_bin","tradeoff_no_exception_bin","tradeoff_dontremember_bin","tradeoff_childcare_benefits_num","tradeoff_childcare_lowincome_num","tradeoff_childcare_char","tradeoff_childcare_benefits_bin","tradeoff_childcare_income_bin","tradeoff_childcare_dontremember_bin","tradeoff_childcare_no_mention_bin","tradeoff_senior_benefits_num","tradeoff_senior_income_num","redis_intelligence_num","redis_opportunity_num","redis_reasons_rich_num","redis_reasons_poor_num","redis_effort_num","redis_social_benefits_num","redis_welfare_num","redis_no_cheat_system_num","trust_social_bin","trust_pol_parties_bin","trust_fed_gov_bin","trust_prov_gov_bin","trust_media_bin","trust_your_prov_gov_bin","tradeoff_invest_green_num","tradeoff_taxes_green_num","tradeoff_cutting_for_green_num","tradeoff_debt_green_num"
"350",350,1,1,40,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"h2s","single",0,"rented",0,1,"alone_without_children",0,1,"working_full_time",1,"other",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,0.9,"Their party","their_party",0,1,0,NA,0.75,1,1,1,0.25,0,0.5,0,0,0,0.25,0.25,0,0,0.25,NA,NA,0.33,NA,NA,NA,NA,0.66,"A capital gains tax.",1,0,0,0,0,NA,1,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,0.33,NA,1,NA,0.33,1,0.33,0.66,1,1,1,1,1,1,NA,NA,NA,NA
"351",351,1,0,73,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"60001_to_90000","Mid",0,1,"J2B","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,1,"The country","the_country",0,0,1,0,0.75,1,1,1,0.25,0,0.5,0,0,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,1,NA,NA,NA,1,"A tax on high incomes.",0,0,1,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,0.66,NA,0.66,NA,0.33,1,0.33,1,1,1,1,1,1,1,NA,NA,NA,NA
"352",352,1,1,37,0,1,0,0,0,0,1,0,1,"educHS",0,1,"110001_to_150000","Mid",0,1,"J5a","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"1 enfant 0-5 ans",1,"1 enfant 6-12 ans",1,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,0.55,0.8,"Their party","their_party",0,1,0,0.25,0.75,1,1,1,0,0,0.25,0,0.5,0,0,0.25,0.25,0.5,0,NA,0.66,NA,NA,0.66,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,0.66,NA,0.66,NA,0.33,1,0.33,0.66,0,0,0,0,0,0,NA,NA,NA,NA
"353",353,1,1,71,0,0,0,0,0,0,1,0,1,"educHS",0,1,"90001_to_110000","Mid",0,1,"J5R","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.9,"The country","the_country",0,0,1,0.25,0.5,0,1,1,0,0,0.75,1,0.25,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,NA,NA,0.33,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,0.66,NA,NA,1,0.33,1,0.66,0.33,0,0,0,0,0,0,NA,NA,NA,0.66
"354",354,1,1,75,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"30001_to_60000","Mid",0,1,"G1R","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,0.8,"Their party","their_party",0,1,0,0.25,1,1,0.75,1,0.25,0,0,0,0.5,0,0.5,0,0,0.25,0.25,NA,NA,NA,0.66,NA,NA,0.66,NA,"A tax on high incomes.",0,0,1,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,NA,1,0.66,NA,0.33,0.66,0.33,0.66,1,1,1,1,1,1,NA,NA,NA,NA
"355",355,1,1,68,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"60001_to_90000","Mid",0,1,"G1s","single",0,"rented",0,1,NA,0,1,"retired",0,"other",0,"0 enfant 0-5 ans",0,"0 enfant 6-12 ans",0,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,0.44,0.5,"Their party","their_party",0,1,0,0.5,1,1,0.75,1,0,0,0.25,0,0.5,0,0.5,0.25,0,0,0.25,NA,NA,NA,0.33,NA,NA,NA,0.66,"I don’t remember.",0,0,0,0,1,1,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,0.66,NA,0.66,NA,0.66,1,0.66,0.33,1,0,0,0,0,0,NA,NA,NA,NA
"356",356,1,0,35,0,1,0,0,0,0,1,0,1,"educHS",0,1,"110001_to_150000","Mid",0,1,"J6K","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"1 enfant 0-5 ans",1,"0 enfant 6-12 ans",0,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,0.22,0.7,"Their party","their_party",0,1,0,0.5,0.75,1,1,1,0.25,0,0.5,0,0,0,0.25,0,0.25,0.25,0.25,1,NA,NA,NA,NA,0.33,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,0.33,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,0.66,NA,NA,1,0.33,1,0.33,0.66,1,0,0,0,0,0,NA,NA,NA,NA
"357",357,1,1,52,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"h3c","married",1,"rented",0,1,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,1,"Their party","their_party",0,1,0,0.25,0.25,0,0.5,0,0,0,1,1,0.75,1,0.25,0.25,0.25,0,0.5,0.66,NA,NA,NA,1,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.66,1,NA,0.33,NA,1,0.66,0.33,1,1,0,0,0,0,0,NA,NA,NA,NA
"358",358,1,1,69,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"H3Z","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.44,0.7,"Don’t know","dont_know",0,0,0,0.25,1,1,0.75,1,0.5,0,0,0,0.25,0,0.25,0.25,0.25,0,0.25,1,NA,NA,NA,0.66,NA,NA,NA,"A capital gains tax.",1,0,0,0,0,0.33,NA,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,NA,1,NA,1,0.66,1,0.33,0.66,1,0,0,0,0,0,NA,NA,NA,NA
"359",359,1,1,27,1,0,0,0,0,0,1,0,1,"educUniv",0,0,"1_to_30000","Low",1,0,"G1K","single",0,"rented",0,1,"alone_without_children",0,1,"student_attending_school",0,"first_union",1,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,1,"Their party","their_party",0,1,0,0,0.75,1,1,1,0,0,0.5,0,0.25,0,0.25,0,0.25,0.25,0.25,0.66,NA,NA,NA,0.33,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.66,NA,NA,0.66,1,NA,0.33,1,0.33,0.66,1,1,1,1,1,1,NA,NA,NA,NA
"360",360,1,NA,30,1,0,0,0,0,0,1,0,1,"educHS",0,1,"110001_to_150000","Mid",0,1,"J4L","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0.7,"Their party","their_party",0,1,0,0.5,0.75,1,1,1,0.5,0,0.25,0,0,0,0.25,0.25,0,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,0.66,"A tax on high incomes.",0,0,1,0,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,0.33,NA,1,NA,0.33,0.66,0.33,1,0,1,1,1,1,1,NA,0.66,NA,NA
"361",361,1,0,58,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"J0T","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"self_employed",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.8,"Their party","their_party",0,1,0,0.25,1,1,0.75,1,0.5,0,0,0,0.25,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,NA,NA,1,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.33,1,NA,NA,1,0.33,1,1,1,1,0,0,0,0,0,NA,NA,NA,0.66
"362",362,1,0,67,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"90001_to_110000","Mid",0,1,"G2B","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.7,"Their party","their_party",0,1,0,0.5,0.75,1,1,1,0,0,0.25,0,0.5,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,NA,NA,NA,0.66,NA,"A capital gains tax.",1,0,0,0,0,0.66,NA,"No trade-off was mentioned.",0,0,0,1,NA,0.66,NA,0.66,0.33,NA,0.66,1,0.66,0.66,1,0,0,0,0,0,NA,0.66,NA,NA
"363",363,1,1,38,0,1,0,0,0,0,1,0,1,"educHS",0,1,"110001_to_150000","Mid",0,1,"J7j","common_law",0,"rented",0,1,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,1,"Their party","their_party",0,1,0,0.25,1,1,0.75,1,0.5,0,0.25,0,0,0,0.25,0.25,0,0.25,0.25,NA,NA,NA,NA,NA,NA,1,NA,"A capital gains tax.",1,0,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,1,NA,1,NA,NA,0.66,0.33,0.66,0.33,1,0,0,0,0,0,0,1,NA,NA,NA
"364",364,1,0,49,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"90001_to_110000","Mid",0,1,"H3N","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,1,"The country","the_country",0,0,1,0.5,1,1,0.75,1,0.5,0,0.25,0,0,0,0.25,0.25,0,0.25,0.25,NA,NA,NA,NA,NA,NA,0.66,NA,"A tax on high incomes.",0,0,1,0,0,NA,1,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,1,NA,NA,1,0.33,1,0.33,1,1,0,0,0,0,0,NA,0.66,NA,NA
"365",365,1,0,71,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"30001_to_60000","Mid",0,1,"G6v","common_law",0,"rented",0,1,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.7,"Don’t know","dont_know",0,0,0,0.25,1,1,0.75,1,0.25,0,0.5,0,0,0,0.25,0.25,0.25,0,0.25,0.66,NA,NA,NA,0.33,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,0.33,NA,"No trade-off was mentioned.",0,0,0,1,0.33,NA,NA,1,0.66,NA,0.33,0.66,0.33,0.66,1,1,1,1,1,1,NA,NA,NA,NA
"366",366,1,0,61,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"150001_to_200000","High",0,0,"H1A","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.44,0.9,"Their party","their_party",0,1,0,0.25,1,1,0.75,1,0.5,0,0.25,0,0,0,0.25,0.25,0.25,0.25,0,NA,NA,NA,NA,NA,NA,NA,1,"A capital gains tax.",1,0,0,0,0,NA,1,"No trade-off was mentioned.",0,0,0,1,0,NA,NA,1,1,NA,0.33,1,0.33,0.66,0,0,0,0,0,0,NA,0.33,NA,NA
"367",367,1,1,33,1,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"G1m","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"1 enfant 0-5 ans",1,"0 enfant 6-12 ans",0,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,0.55,0.8,"Themselves","themselves",1,0,0,NA,0.75,1,0.25,0,0,0,0.5,0,1,1,0.25,0,0.25,0.5,0,NA,NA,NA,NA,NA,NA,NA,0,"I don’t remember.",0,0,0,0,1,1,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,1,NA,0.66,NA,0.66,0.66,1,0.33,0.33,1,0,0,0,0,0,NA,0,NA,NA
"368",368,1,1,47,0,1,0,0,0,0,1,0,0,"educHS",0,1,"150001_to_200000","High",0,0,"G1P","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.55,0.9,"Themselves","themselves",1,0,0,NA,1,1,0.5,0,0.25,0,0.75,1,0,0,0.25,0.25,0,0.25,0.25,NA,0,NA,NA,NA,NA,NA,1,"A capital gains tax.",1,0,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.33,NA,0.66,NA,1,0,0.33,0.66,0,0,0,0,0,0,0,NA,NA,NA,NA
"369",369,1,1,75,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"60001_to_90000","Mid",0,1,"J1J","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.8,"The country","the_country",0,0,1,0.25,1,1,0.75,1,0,0,0.5,0,0.25,0,0.25,0.25,0.25,0,0.25,NA,0.33,NA,NA,0.66,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,0.33,NA,"No trade-off was mentioned.",0,0,0,1,0.33,NA,NA,0.66,0.66,NA,0.33,0.66,0.33,1,1,1,1,1,1,1,NA,NA,NA,NA
"370",370,1,0,59,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"90001_to_110000","Mid",0,1,"J9j","married",1,"rented",0,1,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.8,"The country","the_country",0,0,1,0.25,1,1,0.75,1,0,0,0.25,0,0.5,0,0.5,0,0,0,0.25,0.66,NA,NA,NA,NA,NA,NA,0.33,"A capital gains tax.",1,0,0,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.66,NA,1,NA,0.33,NA,0.33,1,0.33,1,0,0,0,0,0,0,NA,NA,NA,NA
"371",371,1,1,61,0,0,0,0,0,0,1,0,1,"educHS",0,1,"60001_to_90000","Mid",0,1,"H1A","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.77,1,"Themselves","themselves",1,0,0,0.25,1,1,0.75,1,0.25,0,0,0,0.5,0,0.25,0.25,0.25,0.25,0.25,NA,1,NA,NA,NA,NA,NA,0.66,"A capital gains tax.",1,0,0,0,0,0,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0,NA,NA,0.66,1,NA,0.33,1,0.33,1,1,0,0,0,0,0,NA,NA,NA,NA
"372",372,1,1,22,1,0,0,0,0,0,1,0,1,"educUniv",0,0,"60001_to_90000","Mid",0,1,"G9r","single",0,"rented",0,1,"alone_without_children",0,1,"student_attending_school",0,"first_union",1,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.8,"Themselves","themselves",1,0,0,NA,1,1,0.75,1,0.5,0,0.25,0,0,0,0.25,0.25,0,0,0.5,NA,0.33,NA,NA,0.33,NA,NA,NA,"A tax on high incomes.",0,0,1,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,NA,0.66,1,NA,0,0.66,0.66,0.33,1,1,1,1,1,1,NA,NA,NA,NA
"373",373,1,0,69,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"G1H","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.55,0.7,"Themselves","themselves",1,0,0,0.25,1,1,0.75,1,0.25,0,0,0,0.5,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,0.33,NA,NA,1,NA,"A tax on high incomes.",0,0,1,0,0,NA,0.66,"No trade-off was mentioned.",0,0,0,1,NA,0.66,NA,1,NA,0.66,0.66,0.33,0.33,1,0,0,0,0,0,0,NA,NA,NA,NA
"374",374,1,0,24,1,0,0,0,0,0,1,0,1,"educUniv",0,0,"60001_to_90000","Mid",0,1,"G1s","single",0,"rented",0,1,"in_couple_without_children",0,1,"student_attending_school",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.8,"Themselves","themselves",1,0,0,0.25,0.75,1,1,1,0.5,0,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,NA,NA,NA,NA,0.66,NA,NA,NA,"A capital gains tax.",1,0,0,0,0,0.33,NA,"I don’t remember.",0,0,1,0,0.66,NA,0.33,NA,NA,1,0,0.66,0.33,0.66,0,0,0,0,0,0,NA,NA,1,NA
"375",375,1,0,54,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"J6Z","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"not_working_due_to_illness_disability_or_not_looking_for_work",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.8,"Their party","their_party",0,1,0,0.25,0.75,1,1,1,0,0,0.5,0,0.25,0,0.25,0.25,0.25,0.25,0.25,0.66,NA,NA,NA,NA,0,NA,NA,"No exception was mentioned.",0,0,0,1,0,NA,0.66,"No trade-off was mentioned.",0,0,0,1,NA,0.33,NA,0.33,0.66,NA,0.66,1,0.33,0.66,1,1,1,1,1,1,NA,NA,NA,NA
"376",376,1,1,73,0,0,0,0,0,0,1,0,1,"educHS",0,1,"110001_to_150000","Mid",0,1,"J3Y","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.55,0.7,"The country","the_country",0,0,1,0.25,0.75,1,0.5,0,0,0,0.25,0,1,1,0.25,0.25,0.25,0.25,0.25,NA,0.33,NA,NA,NA,NA,0.66,NA,"No exception was mentioned.",0,0,0,1,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,1,NA,0.66,NA,0.66,1,0.66,0.66,1,0,0,0,0,0,NA,NA,NA,NA
"377",377,1,0,72,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"60001_to_90000","Mid",0,1,"G2L","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.44,0.8,"Their party","their_party",0,1,0,0.25,0.75,1,1,1,0.5,0,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,NA,NA,0.33,NA,NA,NA,1,NA,"A tax on high incomes.",0,0,1,0,0,0,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.66,1,NA,0.66,NA,0.33,1,0.33,1,1,0,0,0,0,0,NA,NA,NA,NA
"378",378,1,0,62,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"H4G","divorced",0,"rented",0,1,"alone_with_children",1,1,"working_full_time",1,"single_parent",0,"0 enfant 0-5 ans",0,"0 enfant 6-12 ans",0,"0 enfant 13-17 ans",0,"1 enfant 18+ ans",0,1,0,0,0,0.22,0.5,"The country","the_country",0,0,1,0.25,0.75,1,0.5,0,0.25,0,0,0,1,1,0.25,0.25,0,0,0.25,NA,NA,NA,NA,NA,NA,0.66,NA,"A tax on high incomes.",0,0,1,0,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.66,NA,0.66,NA,1,0.33,0.66,0.33,0.66,1,0,0,0,0,0,1,NA,NA,NA
"379",379,1,1,69,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"H1N","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.55,0.9,"Their party","their_party",0,1,0,0.25,0.5,0,0.25,0,0,0,0.75,1,1,1,0,0.25,0.25,0,0.25,0.66,NA,NA,NA,NA,NA,0.66,NA,"A capital gains tax.",1,0,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,0.66,NA,NA,0.66,0.66,0.66,0.33,1,1,1,1,1,1,1,NA,NA,NA,NA
"380",380,1,0,69,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"150001_to_200000","High",0,0,"G0R","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.8,"Their party","their_party",0,1,0,0.25,0.5,0,0.75,1,0,0,0.25,0,1,1,0.5,0,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,1,"A capital gains tax.",1,0,0,0,0,0.33,NA,"No trade-off was mentioned.",0,0,0,1,NA,0.33,1,NA,0.66,NA,0.33,1,0.33,1,1,1,1,1,1,1,0.66,NA,NA,NA
"381",381,0,0,71,0,0,0,0,0,0,1,0,0,"educHS",0,1,NA,NA,NA,NA,"H9R","divorced",0,"owned_by_your_family_or_a_member_of_your_household",1,0,NA,0,1,"retired",0,"other",0,"0 enfant 0-5 ans",0,"0 enfant 6-12 ans",0,"0 enfant 13-17 ans",0,"1 enfant 18+ ans",0,1,0,0,0,0.11,1,"The country","the_country",0,0,1,0.5,1,1,0.75,1,0.5,0,0.25,0,0,0,0.5,0.25,0,0.25,0.25,0.66,NA,NA,NA,NA,NA,NA,1,"A capital gains tax.",1,0,0,0,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.66,NA,0.66,0.66,NA,0.66,0.66,0.66,0.33,0,0,0,0,0,0,NA,NA,NA,NA
"382",382,1,1,49,0,1,0,0,0,0,1,0,1,"educHS",0,1,"90001_to_110000","Mid",0,1,"J6X","single",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"alone_with_children",1,1,"self_employed",0,"single_parent",0,"0 enfant 0-5 ans",0,"0 enfant 6-12 ans",0,"1 enfant 13-17 ans",1,"1 enfant 18+ ans",0,1,0,0,0,0.11,1,"Their party","their_party",0,1,0,0,0.75,1,1,1,0.5,0,0,0,0.25,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,NA,NA,NA,0.33,NA,"A tax on high incomes.",0,0,1,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,1,NA,0.33,1,NA,0.33,1,0.33,0.66,1,0,0,0,0,0,NA,NA,0.66,NA
"383",383,1,1,54,0,1,0,0,0,0,1,0,1,"educHS",0,1,"110001_to_150000","Mid",0,1,"H2M","divorced",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"alone_with_children",1,1,"working_full_time",1,"single_parent",0,"0 enfant 0-5 ans",0,"0 enfant 6-12 ans",0,"0 enfant 13-17 ans",0,"1 enfant 18+ ans",0,1,0,0,0,0.55,0.9,"Their party","their_party",0,1,0,0.25,1,1,0.75,1,0.25,0,0.5,0,0,0,0.5,0.25,0,0.25,0,NA,NA,NA,NA,NA,NA,NA,0.66,"A capital gains tax.",1,0,0,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,1,NA,1,NA,0.66,0.66,0.33,0.33,0,0,0,0,0,0,NA,NA,NA,0.33
